site_id,geo_lat,geo_lon,data_type,data_class,data_source,error
93153974,30.30175425,-81.5270565,GIC,calculated,GMU,no GIC comparison file
93153977,30.14652912,-81.52912127,GIC,calculated,GMU,no GIC comparison file
93155379,30.1924589,-81.52149483,GIC,calculated,GMU,no GIC comparison file
93174018,45.33856787,-122.5589879,GIC,calculated,GMU,no GIC comparison file
93204543,41.49250788,-88.11486746,GIC,calculated,GMU,no GIC comparison file
93251033,36.14161986,-120.1261934,GIC,calculated,GMU,no GIC comparison file
93292194,39.56009711,-83.176256,GIC,calculated,GMU,no GIC comparison file
93679327,29.9182965,-96.75517081,GIC,calculated,GMU,no GIC comparison file
93770408,29.79555475,-96.87838355,GIC,calculated,GMU,no GIC comparison file
93859592,39.50946748,-104.7826852,GIC,calculated,GMU,no GIC comparison file
93859652,39.49424079,-104.9050336,GIC,calculated,GMU,no GIC comparison file
93860819,39.48147149,-104.8151372,GIC,calculated,GMU,no GIC comparison file
94019612,43.01396918,-120.9558981,GIC,calculated,GMU,no GIC comparison file
94053280,44.2260793,-120.9328999,GIC,calculated,GMU,no GIC comparison file
94446414,43.6676055,-119.0478303,GIC,calculated,GMU,no GIC comparison file
94599754,40.06238668,-74.54905514,GIC,calculated,GMU,no GIC comparison file
94761499,40.40552819,-74.48528852,GIC,calculated,GMU,no GIC comparison file
94783939,40.81988016,-74.33083841,GIC,calculated,GMU,no GIC comparison file
94783953,40.59294928,-74.67341768,GIC,calculated,GMU,no GIC comparison file
94783955,40.55897637,-74.61530721,GIC,calculated,GMU,no GIC comparison file
94793191,40.48546796,-74.53002809,GIC,calculated,GMU,no GIC comparison file
94793192,40.51225105,-74.61636906,GIC,calculated,GMU,no GIC comparison file
94808794,40.81942687,-74.37825563,GIC,calculated,GMU,no GIC comparison file
94808795,40.73305407,-74.37891779,GIC,calculated,GMU,no GIC comparison file
94810814,40.80331353,-74.29134849,GIC,calculated,GMU,no GIC comparison file
94810815,40.79197587,-74.25823886,GIC,calculated,GMU,no GIC comparison file
94835274,39.60902631,-104.7030296,GIC,calculated,GMU,no GIC comparison file
94885714,45.36088057,-122.4075089,GIC,calculated,GMU,no GIC comparison file
94922211,45.52916898,-121.5647466,GIC,calculated,GMU,no GIC comparison file
94922230,45.63557141,-121.2040752,GIC,calculated,GMU,
95131338,39.46317205,-75.53257821,GIC,calculated,GMU,no GIC comparison file
95131356,39.46792443,-75.53385184,GIC,calculated,GMU,no GIC comparison file
95131944,39.74100467,-74.96274105,GIC,calculated,GMU,
95133370,39.60810736,-75.62610723,GIC,calculated,GMU,no GIC comparison file
95151042,39.90111638,-74.93200449,GIC,calculated,GMU,no GIC comparison file
95151044,39.95057576,-74.81017848,GIC,calculated,GMU,no GIC comparison file
95157286,39.81033681,-74.95295242,GIC,calculated,GMU,no GIC comparison file
95162511,40.22544707,-74.70085361,GIC,calculated,GMU,no GIC comparison file
95162661,40.24890697,-74.56500929,GIC,calculated,GMU,no GIC comparison file
95164445,29.96279636,-96.68772376,GIC,calculated,GMU,no GIC comparison file
95200263,40.85418799,-74.29054704,GIC,calculated,GMU,no GIC comparison file
95200267,40.86723825,-74.21758598,GIC,calculated,GMU,no GIC comparison file
95201299,40.861589,-74.15829555,GIC,calculated,GMU,no GIC comparison file
95201300,40.85602376,-74.16396369,GIC,calculated,GMU,no GIC comparison file
95264459,39.67652479,-75.0247345,GIC,calculated,GMU,no GIC comparison file
95264467,39.73403304,-74.97301099,GIC,calculated,GMU,
95276758,39.42801119,-74.62063916,GIC,calculated,GMU,no GIC comparison file
95283902,39.83712734,-75.18922366,GIC,calculated,GMU,no GIC comparison file
95339474,27.79704684,-82.39576573,GIC,calculated,GMU,no GIC comparison file
95349781,39.86131187,-75.07990528,GIC,calculated,GMU,no GIC comparison file
95361709,40.28239249,-74.75640164,GIC,calculated,GMU,no GIC comparison file
95421743,40.48187566,-75.58309332,GIC,calculated,GMU,no GIC comparison file
95440365,39.66834039,-104.771335,GIC,calculated,GMU,no GIC comparison file
95440400,39.68327723,-104.827596,GIC,calculated,GMU,no GIC comparison file
95450736,40.57431057,-75.5618187,GIC,calculated,GMU,no GIC comparison file
95575337,40.11829364,-75.00283629,GIC,calculated,GMU,no GIC comparison file
95590402,39.94744966,-74.88036565,GIC,calculated,GMU,no GIC comparison file
95609015,39.6522402,-104.8935759,GIC,calculated,GMU,no GIC comparison file
95609693,39.52534654,-104.7175652,GIC,calculated,GMU,no GIC comparison file
95634464,39.9976576,-74.96843229,GIC,calculated,GMU,no GIC comparison file
95635618,39.86969877,-75.1372215,GIC,calculated,GMU,no GIC comparison file
95635620,39.88903719,-75.09812295,GIC,calculated,GMU,no GIC comparison file
95641973,40.34842399,-75.34122484,GIC,calculated,GMU,no GIC comparison file
95645155,40.56847011,-75.16213554,GIC,calculated,GMU,no GIC comparison file
95656880,40.80033284,-75.1085656,GIC,calculated,GMU,no GIC comparison file
95666782,39.60144282,-104.9222005,GIC,calculated,GMU,no GIC comparison file
95666783,39.55023984,-104.9049578,GIC,calculated,GMU,no GIC comparison file
95668163,40.71033045,-75.25582365,GIC,calculated,GMU,no GIC comparison file
95697489,40.80284353,-74.14222259,GIC,calculated,GMU,no GIC comparison file
95697502,40.8269027,-74.1694028,GIC,calculated,GMU,no GIC comparison file
95697506,40.81179346,-74.17830963,GIC,calculated,GMU,no GIC comparison file
95743952,40.07381093,-74.9459191,GIC,calculated,GMU,no GIC comparison file
95745933,39.73735023,-105.019072,GIC,calculated,GMU,no GIC comparison file
95782039,40.78875264,-74.03584483,GIC,calculated,GMU,no GIC comparison file
95782050,40.77884623,-74.04225134,GIC,calculated,GMU,no GIC comparison file
95782054,40.76329328,-74.05531433,GIC,calculated,GMU,no GIC comparison file
95782055,40.80431942,-74.02557253,GIC,calculated,GMU,no GIC comparison file
95789155,40.90691063,-74.59664025,GIC,calculated,GMU,no GIC comparison file
95789156,40.79422825,-74.6992714,GIC,calculated,GMU,no GIC comparison file
95795282,40.68150174,-74.92052008,GIC,calculated,GMU,no GIC comparison file
95805751,40.39763968,-74.24289775,GIC,calculated,GMU,no GIC comparison file
95831787,40.33722991,-74.92956678,GIC,calculated,GMU,no GIC comparison file
95894476,40.59099251,-74.23794941,GIC,calculated,GMU,no GIC comparison file
95894478,40.56080104,-74.25210019,GIC,calculated,GMU,no GIC comparison file
95894480,40.56399581,-74.29480034,GIC,calculated,GMU,no GIC comparison file
95894481,40.54858777,-74.32359399,GIC,calculated,GMU,no GIC comparison file
95895397,40.63597352,-74.39009261,GIC,calculated,GMU,no GIC comparison file
95896156,40.45830122,-74.4801367,GIC,calculated,GMU,no GIC comparison file
95917053,40.56080257,-74.46217063,GIC,calculated,GMU,no GIC comparison file
95917056,40.55276949,-74.45230266,GIC,calculated,GMU,no GIC comparison file
95917058,40.67810323,-74.46266613,GIC,calculated,GMU,no GIC comparison file
95917061,40.59706034,-74.48641023,GIC,calculated,GMU,no GIC comparison file
95917068,40.53357917,-74.42528677,GIC,calculated,GMU,no GIC comparison file
95919432,39.95249459,-74.21999953,GIC,calculated,GMU,no GIC comparison file
95919437,40.0300004,-74.18582814,GIC,calculated,GMU,no GIC comparison file
95929888,40.96632681,-74.15061264,GIC,calculated,GMU,no GIC comparison file
95930521,41.01685653,-74.12538894,GIC,calculated,GMU,no GIC comparison file
95933900,40.4969882,-74.39125869,GIC,calculated,GMU,no GIC comparison file
95942920,39.67468975,-75.50150795,GIC,calculated,GMU,no GIC comparison file
95953892,39.75281786,-76.26721535,GIC,calculated,GMU,no GIC comparison file
95975825,40.30743026,-75.91378554,GIC,calculated,GMU,no GIC comparison file
95986378,40.1420818,-76.20674246,GIC,calculated,GMU,no GIC comparison file
96058623,40.02596391,-76.46665819,GIC,calculated,GMU,no GIC comparison file
96099540,40.14301477,-76.37283769,GIC,calculated,GMU,no GIC comparison file
96130400,40.16828241,-76.70469918,GIC,calculated,GMU,no GIC comparison file
96149807,39.95878841,-76.58832532,GIC,calculated,GMU,no GIC comparison file
96175554,37.51560256,-77.36597342,GIC,calculated,GMU,no GIC comparison file
96175562,37.55065945,-77.36214621,GIC,calculated,GMU,no GIC comparison file
96277269,38.04666119,-77.55018172,GIC,calculated,GMU,no GIC comparison file
96286954,38.26233959,-77.58925359,GIC,calculated,GMU,no GIC comparison file
96303284,38.50087559,-77.70887123,GIC,calculated,GMU,no GIC comparison file
96368731,37.82152055,-77.44357406,GIC,calculated,GMU,no GIC comparison file
96396692,37.6596069,-77.6236303,GIC,calculated,GMU,no GIC comparison file
96396693,37.6362254,-77.79392133,GIC,calculated,GMU,no GIC comparison file
96421962,37.5071978,-77.62893767,GIC,calculated,GMU,no GIC comparison file
96565039,37.42553165,-79.03628055,GIC,calculated,GMU,no GIC comparison file
96583494,38.31421806,-78.97082527,GIC,calculated,GMU,no GIC comparison file
96639070,39.20311868,-79.27177274,GIC,calculated,GMU,no GIC comparison file
96659602,39.35095282,-80.06466012,GIC,calculated,GMU,no GIC comparison file
96662014,40.66562474,-75.31788865,GIC,calculated,GMU,no GIC comparison file
96693773,36.60347618,-79.34820395,GIC,calculated,GMU,no GIC comparison file
96742192,29.41613452,-98.71819356,GIC,calculated,GMU,no GIC comparison file
97126451,37.02836145,-76.42968635,GIC,calculated,GMU,no GIC comparison file
97139666,37.08344257,-76.46036288,GIC,calculated,GMU,no GIC comparison file
97144442,37.36322851,-76.80492481,GIC,calculated,GMU,no GIC comparison file
97144443,37.434014,-77.0376821,GIC,calculated,GMU,no GIC comparison file
97154431,36.43622465,-76.09000955,GIC,calculated,GMU,no GIC comparison file
97154432,36.38475754,-76.07980703,GIC,calculated,GMU,no GIC comparison file
97171697,45.85761274,-108.5909678,GIC,calculated,GMU,no GIC comparison file
97208559,46.05137886,-108.852114,GIC,calculated,GMU,no GIC comparison file
97213220,39.05781513,-78.25406082,GIC,calculated,GMU,
97254542,38.69742865,-77.7674934,GIC,calculated,GMU,no GIC comparison file
97353037,46.67330622,-109.8027919,GIC,calculated,GMU,no GIC comparison file
97538244,39.20203873,-79.22185093,GIC,calculated,GMU,no GIC comparison file
97683227,38.81679129,-77.02557544,GIC,calculated,GMU,no GIC comparison file
97721028,38.12661518,-78.2214478,GIC,calculated,GMU,no GIC comparison file
97734695,38.1937637,-79.11384227,GIC,calculated,GMU,no GIC comparison file
97824719,35.05078233,-90.15448159,GIC,calculated,GMU,no GIC comparison file
97824720,35.11776349,-90.18768095,GIC,calculated,GMU,no GIC comparison file
97848904,30.11116612,-96.42557741,GIC,calculated,GMU,no GIC comparison file
97859576,35.38605864,-89.80341778,GIC,calculated,GMU,
97863126,35.8610831,-90.02046267,GIC,calculated,GMU,no GIC comparison file
98411479,39.43945346,-84.29300706,GIC,calculated,GMU,no GIC comparison file
98666633,38.68653248,-90.47382036,GIC,calculated,GMU,no GIC comparison file
98685654,37.18440878,-108.0155923,GIC,calculated,GMU,no GIC comparison file
98699542,34.37763082,-88.85889715,GIC,calculated,GMU,
98780278,40.5662612,-80.23567775,GIC,calculated,GMU,no GIC comparison file
98813019,40.45425051,-80.57006072,GIC,calculated,GMU,no GIC comparison file
98830488,46.46906864,-116.9103802,GIC,calculated,GMU,
98882909,28.04365992,-80.70674167,GIC,calculated,GMU,no GIC comparison file
98882946,27.63847492,-80.52499307,GIC,calculated,GMU,no GIC comparison file
98932772,33.38593859,-89.20997723,GIC,calculated,GMU,no GIC comparison file
98934338,33.2908777,-89.42078489,GIC,calculated,GMU,no GIC comparison file
98939040,33.01457187,-89.68158011,GIC,calculated,GMU,no GIC comparison file
98945649,33.6476643,-88.31661312,GIC,calculated,GMU,no GIC comparison file
99002047,44.05086384,-123.2317932,GIC,calculated,GMU,no GIC comparison file
99002354,47.45605159,-115.5894503,GIC,calculated,GMU,no GIC comparison file
99284610,32.31115563,-90.32928749,GIC,calculated,GMU,no GIC comparison file
99450146,44.62125109,-123.1271499,GIC,calculated,GMU,no GIC comparison file
99456116,31.52439404,-90.64411441,GIC,calculated,GMU,no GIC comparison file
99599964,35.03498696,-118.2808641,GIC,calculated,GMU,no GIC comparison file
99645329,32.91719555,-117.0309724,GIC,calculated,GMU,no GIC comparison file
99650319,33.12575858,-117.1167281,GIC,calculated,GMU,no GIC comparison file
99899121,29.80296772,-95.75385719,GIC,calculated,GMU,no GIC comparison file
99899126,29.74553928,-95.73901055,GIC,calculated,GMU,no GIC comparison file
99899145,29.67320989,-95.71757432,GIC,calculated,GMU,no GIC comparison file
99932982,31.37110968,-96.13330358,GIC,calculated,GMU,no GIC comparison file
100051151,27.93355751,-80.64984687,GIC,calculated,GMU,no GIC comparison file
100055586,36.78158447,-83.04462361,GIC,calculated,GMU,no GIC comparison file
100064466,29.02981021,-96.23681281,GIC,calculated,GMU,no GIC comparison file
100113580,38.50942578,-106.0918151,GIC,calculated,GMU,no GIC comparison file
100183998,31.18554369,-96.48437134,GIC,calculated,GMU,no GIC comparison file
100353514,31.42436962,-96.24704071,GIC,calculated,GMU,no GIC comparison file
100586555,44.00746723,-124.0107731,GIC,calculated,GMU,no GIC comparison file
100723163,48.08996041,-105.7130664,GIC,calculated,GMU,no GIC comparison file
101278680,42.17397837,-121.813538,GIC,calculated,GMU,no GIC comparison file
101278685,42.36392198,-122.7543271,GIC,calculated,GMU,no GIC comparison file
101287105,30.62398523,-95.90937172,GIC,calculated,GMU,no GIC comparison file
101569954,41.73429527,-108.7901313,GIC,calculated,GMU,no GIC comparison file
101576815,39.92995459,-75.22583741,GIC,calculated,GMU,no GIC comparison file
101817259,42.80902728,-71.59282889,GIC,calculated,GMU,no GIC comparison file
101830555,41.96005122,-106.3945951,GIC,calculated,GMU,no GIC comparison file
101852412,45.89107425,-106.6135735,GIC,calculated,GMU,no GIC comparison file
102012999,41.59696169,-83.08955902,GIC,calculated,GMU,no GIC comparison file
102124678,46.51569223,-112.8881092,GIC,calculated,GMU,no GIC comparison file
102156674,40.64159002,-79.34600471,GIC,calculated,GMU,no GIC comparison file
102219944,40.96500567,-103.0368976,GIC,calculated,GMU,no GIC comparison file
102219948,40.96265966,-103.0335197,GIC,calculated,GMU,no GIC comparison file
102222586,41.14526001,-104.6490447,GIC,calculated,GMU,no GIC comparison file
102222589,41.16168668,-102.9912009,GIC,calculated,GMU,no GIC comparison file
102309311,28.04313751,-80.70785023,GIC,calculated,GMU,no GIC comparison file
102326939,29.91534225,-95.2163188,GIC,calculated,GMU,no GIC comparison file
102472899,38.79823062,-77.29638326,GIC,calculated,GMU,no GIC comparison file
102517038,47.57591317,-114.628728,GIC,calculated,GMU,
102577182,41.70754613,-88.23252078,GIC,calculated,GMU,no GIC comparison file
102597859,41.68352367,-88.47916972,GIC,calculated,GMU,no GIC comparison file
102601566,41.89536923,-88.04680601,GIC,calculated,GMU,no GIC comparison file
102604304,42.71071289,-83.45672355,GIC,calculated,GMU,no GIC comparison file
102604305,42.73168267,-83.28336757,GIC,calculated,GMU,no GIC comparison file
102619845,28.38398291,-80.9154833,GIC,calculated,GMU,no GIC comparison file
102660724,27.37206341,-80.41599827,GIC,calculated,GMU,no GIC comparison file
102698274,27.05695028,-80.56051505,GIC,calculated,GMU,no GIC comparison file
102739824,32.05995574,-109.893165,GIC,calculated,GMU,no GIC comparison file
102757784,33.80233024,-112.273468,GIC,calculated,GMU,no GIC comparison file
102952837,30.10448031,-81.83934057,GIC,calculated,GMU,no GIC comparison file
102954849,29.72913421,-81.63218958,GIC,calculated,GMU,no GIC comparison file
102968066,42.71043331,-111.5962813,GIC,calculated,GMU,no GIC comparison file
103024819,31.81223937,-81.49981376,GIC,calculated,GMU,no GIC comparison file
103029795,31.6031063,-81.92494738,GIC,calculated,GMU,no GIC comparison file
103045006,26.03446623,-80.35900711,GIC,calculated,GMU,no GIC comparison file
103045007,26.03646381,-80.31189453,GIC,calculated,GMU,no GIC comparison file
103045010,26.03535774,-80.43962165,GIC,calculated,GMU,no GIC comparison file
103060220,26.05518507,-80.25086675,GIC,calculated,GMU,no GIC comparison file
103061408,25.81335454,-80.43552401,GIC,calculated,GMU,no GIC comparison file
103078971,30.31883553,-81.94744814,GIC,calculated,GMU,no GIC comparison file
103079228,29.92493572,-82.08418278,GIC,calculated,GMU,no GIC comparison file
103114671,26.78231145,-80.26281328,GIC,calculated,GMU,no GIC comparison file
103123243,31.53080905,-82.87789427,GIC,calculated,GMU,no GIC comparison file
103187946,27.03392594,-80.40887611,GIC,calculated,GMU,no GIC comparison file
103187947,27.03917202,-80.50310471,GIC,calculated,GMU,no GIC comparison file
103187952,26.91138763,-80.38506264,GIC,calculated,GMU,no GIC comparison file
103201103,27.2601138,-80.41470058,GIC,calculated,GMU,no GIC comparison file
103206048,27.34658467,-80.24912093,GIC,calculated,GMU,no GIC comparison file
103206052,27.34597186,-80.24961288,GIC,calculated,GMU,no GIC comparison file
103221650,33.23410061,-87.47229553,GIC,calculated,GMU,no GIC comparison file
103259785,33.23544346,-87.56141634,GIC,calculated,GMU,no GIC comparison file
103261888,33.1280478,-87.48429295,GIC,calculated,GMU,no GIC comparison file
103323430,39.38018487,-80.33185797,GIC,calculated,GMU,no GIC comparison file
103533968,41.6368631,-87.6664939,GIC,calculated,GMU,no GIC comparison file
103542223,41.60080612,-87.81878943,GIC,calculated,GMU,no GIC comparison file
103563503,40.48058061,-107.1856236,GIC,calculated,GMU,no GIC comparison file
103567861,41.20982235,-87.91086339,GIC,calculated,GMU,no GIC comparison file
103571684,41.24444615,-88.66511263,GIC,calculated,GMU,no GIC comparison file
103591940,41.43865212,-88.11547486,GIC,calculated,GMU,no GIC comparison file
103625934,40.21656609,-103.6794215,GIC,calculated,GMU,no GIC comparison file
103628426,40.60751962,-104.8132015,GIC,calculated,GMU,no GIC comparison file
103629395,40.86097035,-105.0209681,GIC,calculated,GMU,no GIC comparison file
103742453,39.63880321,-104.5773499,GIC,calculated,GMU,no GIC comparison file
103777444,38.74584922,-85.03480529,GIC,calculated,GMU,no GIC comparison file
103784792,40.92853022,-84.73922137,GIC,calculated,GMU,no GIC comparison file
103902386,40.47537899,-104.8854626,GIC,calculated,GMU,no GIC comparison file
103928302,42.11044455,-104.8883629,GIC,calculated,GMU,no GIC comparison file
103928303,42.10733663,-104.887318,GIC,calculated,GMU,no GIC comparison file
103935591,41.19136367,-103.048772,GIC,calculated,GMU,no GIC comparison file
104026793,41.81951312,-103.9425285,GIC,calculated,GMU,no GIC comparison file
104027880,41.79833302,-103.9619693,GIC,calculated,GMU,no GIC comparison file
104039671,38.21122679,-104.5760307,GIC,calculated,GMU,no GIC comparison file
104066138,38.56090981,-104.6897236,GIC,calculated,GMU,no GIC comparison file
104111198,38.69498397,-77.26074023,GIC,calculated,GMU,no GIC comparison file
104146297,39.99124952,-82.64816801,GIC,calculated,GMU,no GIC comparison file
104199776,40.47228172,-107.5917721,GIC,calculated,GMU,no GIC comparison file
104199782,40.47137116,-107.5803359,GIC,calculated,GMU,no GIC comparison file
104199783,40.48029174,-107.5935865,GIC,calculated,GMU,no GIC comparison file
104285127,40.08609865,-109.2903076,GIC,calculated,GMU,no GIC comparison file
104296608,41.5696579,-87.56766555,GIC,calculated,GMU,
104297949,41.55163975,-87.5186584,GIC,calculated,GMU,
104297953,41.54581915,-87.51600338,GIC,calculated,GMU,
104310529,39.7683183,-104.7666905,GIC,calculated,GMU,no GIC comparison file
104310533,39.74171886,-104.6834355,GIC,calculated,GMU,no GIC comparison file
104313220,39.79236345,-104.6763672,GIC,calculated,GMU,no GIC comparison file
104334522,41.72651906,-90.30627046,GIC,calculated,GMU,no GIC comparison file
104336398,41.68130862,-90.52759691,GIC,calculated,GMU,no GIC comparison file
104351353,39.94417154,-104.679634,GIC,calculated,GMU,no GIC comparison file
104351355,39.9166119,-104.5444468,GIC,calculated,GMU,no GIC comparison file
104356586,41.57484697,-90.69037463,GIC,calculated,GMU,no GIC comparison file
104394647,41.70711934,-91.68238081,GIC,calculated,GMU,no GIC comparison file
104472772,41.61053406,-92.56350782,GIC,calculated,GMU,no GIC comparison file
104477440,39.84407252,-94.7946756,GIC,calculated,GMU,no GIC comparison file
104480315,42.58592822,-91.90181713,GIC,calculated,GMU,no GIC comparison file
104535666,43.48155493,-92.61210435,GIC,calculated,GMU,no GIC comparison file
104535667,43.55713103,-92.68027304,GIC,calculated,GMU,no GIC comparison file
104538864,38.84451546,-111.9929726,GIC,calculated,GMU,no GIC comparison file
104567618,41.2791224,-96.08005309,GIC,calculated,GMU,no GIC comparison file
104574515,41.16831207,-96.19860002,GIC,calculated,GMU,no GIC comparison file
104582826,41.17021064,-96.19869613,GIC,calculated,GMU,no GIC comparison file
104634067,41.51873229,-96.08103707,GIC,calculated,GMU,no GIC comparison file
104636010,40.01633006,-104.7549573,GIC,calculated,GMU,no GIC comparison file
104717379,36.90256398,-111.3946507,GIC,calculated,GMU,no GIC comparison file
104746095,34.31186888,-109.1609695,GIC,calculated,GMU,no GIC comparison file
104746911,34.5769415,-109.2774313,GIC,calculated,GMU,no GIC comparison file
104762756,36.80199481,-108.4423456,GIC,calculated,GMU,no GIC comparison file
104762763,36.81686298,-108.4421362,GIC,calculated,GMU,no GIC comparison file
104762766,36.79714923,-108.4773318,GIC,calculated,GMU,no GIC comparison file
104770998,36.68654811,-108.4844792,GIC,calculated,GMU,no GIC comparison file
104909311,46.8277224,-95.01111419,GIC,calculated,GMU,no GIC comparison file
104944547,35.83267704,-111.4466976,GIC,calculated,GMU,no GIC comparison file
105031194,33.4122281,-112.5002849,GIC,calculated,GMU,
105031237,33.46715332,-112.3130217,GIC,calculated,GMU,no GIC comparison file
105031252,33.43679431,-112.5924716,GIC,calculated,GMU,
105031253,33.41014454,-112.3170687,GIC,calculated,GMU,no GIC comparison file
105031255,33.46617226,-112.3130326,GIC,calculated,GMU,no GIC comparison file
105035946,44.83898463,-91.50119018,GIC,calculated,GMU,no GIC comparison file
105097974,34.94687542,-110.2906444,GIC,calculated,GMU,no GIC comparison file
105107003,34.63612912,-110.1345506,GIC,calculated,GMU,no GIC comparison file
105107829,40.0895648,-104.5951985,GIC,calculated,GMU,no GIC comparison file
105108405,39.62880591,-104.909191,GIC,calculated,GMU,no GIC comparison file
105199139,33.67144681,-115.5591001,GIC,calculated,GMU,no GIC comparison file
105199141,33.70704307,-112.3215562,GIC,calculated,GMU,no GIC comparison file
105199157,33.70565076,-112.3263006,GIC,calculated,GMU,no GIC comparison file
105200979,37.86849352,-109.3159655,GIC,calculated,GMU,no GIC comparison file
105231951,39.88145601,-104.9183719,GIC,calculated,GMU,no GIC comparison file
105231952,39.88237734,-104.8573,GIC,calculated,GMU,no GIC comparison file
105245903,33.9425404,-113.5380104,GIC,calculated,GMU,no GIC comparison file
105245904,33.90594998,-113.2863154,GIC,calculated,GMU,no GIC comparison file
105540920,38.50447838,-105.3196011,GIC,calculated,GMU,no GIC comparison file
105553161,27.94332654,-82.3417524,GIC,calculated,GMU,no GIC comparison file
105557949,38.43847237,-107.9525423,GIC,calculated,GMU,no GIC comparison file
105565102,40.00653926,-107.980462,GIC,calculated,GMU,no GIC comparison file
105565109,40.00849948,-107.9803165,GIC,calculated,GMU,no GIC comparison file
105692127,39.63254209,-105.158039,GIC,calculated,GMU,no GIC comparison file
105692139,39.78954787,-105.0897015,GIC,calculated,GMU,no GIC comparison file
105780277,33.8163992,-112.262431,GIC,calculated,GMU,no GIC comparison file
105780281,34.75650084,-112.2294446,GIC,calculated,GMU,no GIC comparison file
105780303,33.84526814,-112.2712291,GIC,calculated,GMU,no GIC comparison file
105825880,33.21129961,-117.3344889,GIC,calculated,GMU,no GIC comparison file
105851849,40.00647358,-94.3424046,GIC,calculated,GMU,no GIC comparison file
105903683,33.33917374,-111.037331,GIC,calculated,GMU,no GIC comparison file
105903716,33.45269194,-111.5095507,GIC,calculated,GMU,no GIC comparison file
105925785,32.54425464,-111.2858006,GIC,calculated,GMU,no GIC comparison file
105925819,32.55678994,-111.296433,GIC,calculated,GMU,no GIC comparison file
105925824,32.55128954,-111.2996251,GIC,calculated,GMU,no GIC comparison file
106016830,41.1696354,-95.96946192,GIC,calculated,GMU,no GIC comparison file
106028129,39.5202199,-107.7417399,GIC,calculated,GMU,no GIC comparison file
106028134,39.52147647,-107.7412646,GIC,calculated,GMU,no GIC comparison file
106028139,39.52074319,-107.6797925,GIC,calculated,GMU,no GIC comparison file
106086540,33.33007184,-111.7482989,GIC,calculated,GMU,no GIC comparison file
106086544,33.42540673,-111.6680785,GIC,calculated,GMU,no GIC comparison file
106086552,33.42681643,-111.6748788,GIC,calculated,GMU,no GIC comparison file
106213152,38.2557986,-104.2240391,GIC,calculated,GMU,no GIC comparison file
106217467,37.69211184,-105.994056,GIC,calculated,GMU,no GIC comparison file
106376295,37.66381635,-113.146246,GIC,calculated,GMU,no GIC comparison file
106471938,33.35181682,-111.9419841,GIC,calculated,GMU,no GIC comparison file
106471939,33.35400536,-111.9360352,GIC,calculated,GMU,no GIC comparison file
106479082,33.23060215,-112.6204755,GIC,calculated,GMU,no GIC comparison file
106479092,33.2918691,-111.9652919,GIC,calculated,GMU,no GIC comparison file
106529346,36.41159593,-114.9612979,GIC,calculated,GMU,no GIC comparison file
106529349,36.41590135,-114.9590205,GIC,calculated,GMU,no GIC comparison file
106547615,37.0246764,-88.3942478,GIC,calculated,GMU,no GIC comparison file
106562625,33.45209366,-112.3185774,GIC,calculated,GMU,no GIC comparison file
106562635,33.56788079,-112.3059433,GIC,calculated,GMU,no GIC comparison file
106759357,36.24481032,-88.61149776,GIC,calculated,GMU,
106780277,31.19411223,-89.33771037,GIC,calculated,GMU,no GIC comparison file
106780294,31.28152065,-89.35368796,GIC,calculated,GMU,no GIC comparison file
106782533,36.0238117,-87.98157708,GIC,calculated,GMU,
106798637,39.44982735,-94.97661297,GIC,calculated,GMU,no GIC comparison file
106935619,45.33097099,-93.84622545,GIC,calculated,GMU,no GIC comparison file
106936410,36.39213315,-87.65747959,GIC,calculated,GMU,no GIC comparison file
106939227,45.13925722,-93.46396739,GIC,calculated,GMU,no GIC comparison file
106941083,36.06751309,-86.98392184,GIC,calculated,GMU,no GIC comparison file
106952850,45.37491439,-93.89761318,GIC,calculated,GMU,no GIC comparison file
106991607,36.20524172,-86.46505777,GIC,calculated,GMU,no GIC comparison file
106994871,35.67286404,-87.01861267,GIC,calculated,GMU,no GIC comparison file
107014791,25.6909542,-80.4133049,GIC,calculated,GMU,no GIC comparison file
107083063,25.77317097,-80.41625755,GIC,calculated,GMU,no GIC comparison file
107091304,34.33203798,-89.93512019,GIC,calculated,GMU,no GIC comparison file
107336795,44.1985684,-94.00833837,GIC,calculated,GMU,no GIC comparison file
107421023,40.15009836,-76.71297539,GIC,calculated,GMU,no GIC comparison file
107456160,45.030265,-92.78121615,GIC,calculated,GMU,no GIC comparison file
107691263,39.96922391,-75.20122151,GIC,calculated,GMU,no GIC comparison file
107726452,45.29802537,-93.55463368,GIC,calculated,GMU,no GIC comparison file
107780759,37.49803118,-77.47827107,GIC,calculated,GMU,no GIC comparison file
107867410,27.8580907,-82.65980199,GIC,calculated,GMU,no GIC comparison file
107867418,27.85644976,-82.6591768,GIC,calculated,GMU,no GIC comparison file
107943590,38.79675176,-77.2437472,GIC,calculated,GMU,no GIC comparison file
107945006,38.88576896,-77.20981021,GIC,calculated,GMU,no GIC comparison file
107999075,36.91335086,-76.57570758,GIC,calculated,GMU,no GIC comparison file
108000290,36.95968094,-76.66954517,GIC,calculated,GMU,no GIC comparison file
108122192,36.79525589,-83.75578641,GIC,calculated,GMU,no GIC comparison file
108137138,36.01886246,-84.15794542,GIC,calculated,GMU,
108298302,40.7632061,-73.9430464,GIC,calculated,GMU,no GIC comparison file
108333086,36.176405,-81.03634457,GIC,calculated,GMU,no GIC comparison file
